CommonCode,Name,Description,Symbol,Annex,Alias,Active
E31,square metre per litre,A unit of count defining the number of square metres per litre.,m^2/l,2,SQUARE_METRE_PER_LITRE_E31,1
D22,square metre per mole,,m^2/mol,1,SQUARE_METRE_PER_MOLE_D22,0
H59,square metre per newton,,m^2/N,1,SQUARE_METRE_PER_NEWTON_H59,0
S4,square metre per second,Synonym: metre squared per second (square metres/second US),m^2/s,1,SQUARE_METRE_PER_SECOND_S4,0
G41,square metre per second bar,,m^2/(s*bar),1,SQUARE_METRE_PER_SECOND_BAR_G41,0
G09,square metre per second kelvin,,m^2/(s*K),1,SQUARE_METRE_PER_SECOND_KELVIN_G09,0
M82,square metre per second pascal,Power of the SI base unit metre with the exponent 2 divided by the SI base unit second and the derived SI unit pascal.,(m^2/s)/Pa,1,SQUARE_METRE_PER_SECOND_PASCAL_M82,0
D24,square metre per steradian,,m^2/sr,1,SQUARE_METRE_PER_STERADIAN_D24,0
D25,square metre per steradian joule,,m^2/(sr*J),1,SQUARE_METRE_PER_STERADIAN_JOULE_D25,0
D26,square metre per volt second,,m^2/(V*s),1,SQUARE_METRE_PER_VOLT_SECOND_D26,0
H30,square micrometre (square micron),,µm^2,1,SQUARE_MICROMETRE_SQUARE_MICRON_H30,0
M48,square mile (based on U.S. survey foot),Unit of the area which is mainly common in the agriculture and forestry.,mi^2 (US survey),1,SQUARE_MILE_BASED_ON_US_SURVEY_FOOT_M48,0
MIK,square mile (statute mile),,mi^2,1,SQUARE_MILE_STATUTE_MILE_MIK,0
MMK,square millimetre,,mm^2,1,SQUARE_MILLIMETRE_MMK,0
SN,square rod,,rd^2,2,SQUARE_ROD_SN,1
SQR,square roofing,A unit of count defining the number of squares of roofing materials measured in multiples of 100 square feet.,,2,SQUARE_ROOFING_SQR,1
YDK,square yard,,yd^2,1,SQUARE_YARD_YDK,0
5H,stage,,,2,STAGE_5H,1
WSD,standard,A unit of volume of finished lumber equal to 165 cubic feet. Synonym: standard cubic foot,std,2,STANDARD_WSD,1
K40,standard acceleration of free fall,,gn,1,STANDARD_ACCELERATION_OF_FREE_FALL_K40,0
S8,standard advertising unit,,,2,STANDARD_ADVERTISING_UNIT_S8,1
ATM,standard atmosphere,,atm,1,STANDARD_ATMOSPHERE_ATM,0
P83,standard atmosphere per metre,Outdated unit of the pressure divided by the SI base unit metre.,Atm/m,1,STANDARD_ATMOSPHERE_PER_METRE_P83,0
5I,standard cubic foot,Use standard (common code WSD),std,1,STANDARD_CUBIC_FOOT_5I,0
SM3,Standard cubic metre,Standard cubic metre (temperature 15°C and pressure 101325 millibars ),,1,STANDARD_CUBIC_METRE_SM3,0
Q37,Standard cubic metre per day,Standard cubic metre (temperature 15°C and pressure 101325 millibars ) per day,,1,STANDARD_CUBIC_METRE_PER_DAY_Q37,0
Q38,Standard cubic metre per hour,Standard cubic metre (temperature 15°C and pressure 101325 millibars ) per hour,,1,STANDARD_CUBIC_METRE_PER_HOUR_Q38,0
DMO,standard kilolitre,A unit of volume defining the number of kilolitres of a product at a temperature of 15 degrees Celsius especially in relation to hydrocarbon oils.,,2,STANDARD_KILOLITRE_DMO,1
STL,standard litre,A unit of volume defining the number of litres of a product at a temperature of 15 degrees Celsius especially in relation to hydrocarbon oils.,,2,STANDARD_LITRE_STL,1
D27,steradian,,sr,1,STERADIAN_D27,0
G26,stere,,st,1,STERE_G26,0
STC,stick,A unit of count defining the number of sticks (stick: slender and often cylindrical piece of a substance).,,2,STICK_STC,1
STK,stick cigarette,A unit of count defining the number of cigarettes in the smallest unit for stock_taking and/or duty computation.,,2,STICK_CIGARETTE_STK,1
15,stick military,A unit of count defining the number of military sticks (military stick: bombs or paratroops released in rapid succession from an aircraft).,,2,STICK_MILITARY_15,1
P31,stilb,CGS (Centimetre_Gram_Second system) unit of luminance defined as emitted or reflected luminance by one lumen per square centimetre.,sb,1,STILB_P31,0
91,stokes,,St,1,STOKES_91,0
G46,stokes per bar,,St/bar,1,STOKES_PER_BAR_G46,0
G10,stokes per kelvin,,St/K,1,STOKES_PER_KELVIN_G10,0
M80,stokes per pascal,CGS (Centimetre_Gram_Second system) unit stokes divided by the derived SI unit pascal.,St/Pa,1,STOKES_PER_PASCAL_M80,0
STI,stone (UK),,st,1,STONE_UK_STI,0
S7,storage unit,,,2,STORAGE_UNIT_S7,1
E30,strand,A unit of count defining the number of strands (strand: long thin flexible single thread strip of fibre constituent filament or multiples of the same twisted together).,,2,STRAND_E30,1
STW,straw,A unit of count defining the number of straws (straw: a slender tube used for sucking up liquids).,,2,STRAW_STW,1
SR,strip,A unit of count defining the number of strips (strip: long narrow piece of an object).,,2,STRIP_SR,1
43,super bulk bag,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,SUPER_BULK_BAG_43,1
AR,suppository,,,2,SUPPOSITORY_AR,1
D28,syphon,,,2,SYPHON_D28,1
SYR,syringe,A unit of count defining the number of syringes (syringe: a small device for pumping spraying and/or injecting liquids through a small aperture).,,2,SYRINGE_SYR,1
G24,tablespoon (US),,tablespoon (US),1,TABLESPOON_US_G24,0
U2,tablet,A unit of count defining the number of tablets (tablet: a small flat or compressed solid object).,,2,TABLET_U2,1
TY,tank cylindrical,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,TANK_CYLINDRICAL_TY,1
TK,tank rectangular,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,TANK_RECTANGULAR_TK,1
19,tank truck,,,2,TANK_TRUCK_19,1
G25,teaspoon (US),,teaspoon (US),1,TEASPOON_US_G25,0
E86,tebibit per cubic metre,A unit of information equal to 2^40 bits (binary digits) per cubic metre.,Tibit/m^3,2,TEBIBIT_PER_CUBIC_METRE_E86,1
E85,tebibit per metre,A unit of information equal to 2^40 bits (binary digits) per metre.,Tibit/m,2,TEBIBIT_PER_METRE_E85,1
E87,tebibit per square metre,A unit of information equal to 2^40 bits (binary digits) per square metre.,Tibit/m^2,2,TEBIBIT_PER_SQUARE_METRE_E87,1
E61,tebibyte,A unit of information equal to 2^40 bytes.,Tibyte,2,TEBIBYTE_E61,1
ATT,technical atmosphere,,at,1,TECHNICAL_ATMOSPHERE_ATT,0
P84,technical atmosphere per metre,Obsolete and non_legal unit of the pressure which is generated by a 10 metre water column divided by the SI base unit metre.,at/m,1,TECHNICAL_ATMOSPHERE_PER_METRE_P84,0
TPI,teeth per inch,The number of teeth per inch.,TPI,2,TEETH_PER_INCH_TPI,1
T0,telecommunication line in service,A unit of count defining the number of lines in service.,,2,TELECOMMUNICATION_LINE_IN_SERVICE_T0,1
UB,telecommunication line in service average,A unit of count defining the average number of lines in service.,,2,TELECOMMUNICATION_LINE_IN_SERVICE_AVERAGE_UB,1
UC,telecommunication port,A unit of count defining the number of network access ports.,,2,TELECOMMUNICATION_PORT_UC,1
DAD,ten day,A unit of time defining the number of days in multiples of 10.,,2,TEN_DAY_DAD,1
97,ten kg drum,,,2,TEN_KG_DRUM_97,1
TP,ten pack,A unit of count defining the number of items in multiples of 10.,,2,TEN_PACK_TP,1
TPR,ten pair,A unit of count defining the number of pairs in multiples of 10 (pair: item described by two\'s).,,2,TEN_PAIR_TPR,1
TST,ten set,A unit of count defining the number of sets in multiples of 10 (set: a number of objects grouped together).,,2,TEN_SET_TST,1
TR,ten square foot,,,2,TEN_SQUARE_FOOT_TR,1
TF,ten square yard,,,2,TEN_SQUARE_YARD_TF,1
96,ten thousand gallon (US) tankcar,,,2,TEN_THOUSAND_GALLON_US_TANKCAR_96,1
TTS,ten thousand sticks,A unit of count defining the number of sticks in multiples of 10000 (stick: slender and often cylindrical piece of a substance).,,2,TEN_THOUSAND_STICKS_TTS,1
UH,ten thousand yard,,,2,TEN_THOUSAND_YARD_UH,1
YT,ten yard,,,2,TEN_YARD_YT,1
TA,tenth cubic foot,,,2,TENTH_CUBIC_FOOT_TA,1
UE,tenth hour,,,2,TENTH_HOUR_UE,1
UD,tenth minute,,,2,TENTH_MINUTE_UD,1
E83,terabit,A unit of information equal to 10^12 bits (binary digits).,Tbit,2,TERABIT_E83,1
E84,terabit per second,A unit of information equal to 10^12 bits (binary digits) per second.,Tbit/s,2,TERABIT_PER_SECOND_E84,1
E35,terabyte,A unit of information equal to 10^12 bytes.,Tbyte,2,TERABYTE_E35,1
D29,terahertz,,THz,1,TERAHERTZ_D29,0
D30,terajoule,,TJ,1,TERAJOULE_D30,0
H44,teraohm,,TΩ,1,TERAOHM_H44,0
D31,terawatt,,TW,1,TERAWATT_D31,0
D32,terawatt hour,,TW*h,1,TERAWATT_HOUR_D32,0
D33,tesla,,T,1,TESLA_D33,0
E53,test,A unit of count defining the number of tests.,,2,TEST_E53,1
69,test specific scale,,,2,TEST_SPECIFIC_SCALE_69,1
E22,TEU,A unit of count defining the number of twenty_foot equivalent units (TEUs) as a measure of containerized cargo capacity.,,2,TEU_E22,1
D34,tex,A unit of yarn density. One decitex equals a mass of 1 gram per 1 kilometre of length.,tex (g/km),2,TEX_D34,1
53,theoretical kilogram,,,2,THEORETICAL_KILOGRAM_53,1
24,theoretical pound,A unit of mass defining the expected mass of material expressed as the number of pounds.,,2,THEORETICAL_POUND_24,1
27,theoretical ton,A unit of mass defining the expected mass of material expressed as the number of tons.,,2,THEORETICAL_TON_27,1
54,theoretical tonne,,,2,THEORETICAL_TONNE_54,1
TD,therm,,,2,THERM_TD,1
N71,therm (EC),Unit of heat energy in commercial use within the EU defined: 1 thm (EC) = 100 000 BtuIT.,thm (EC),1,THERM_EC_N71,0
N72,therm (U.S.),Unit of heat energy in commercial use.,thm (US),1,THERM_US_N72,0
M36,thirty day month,A unit of count defining the number of months expressed in multiples of 30 days one day equals 24 hours.,mo (30 days),2,THIRTY_DAY_MONTH_M36,1
MIL,thousand,,,2,THOUSAND_MIL,1
T4,thousand bag,,,2,THOUSAND_BAG_T4,1
MBF,thousand board foot,A unit of volume equal to one thousand board foot.,,2,THOUSAND_BOARD_FOOT_MBF,1
T5,thousand casing,,,2,THOUSAND_CASING_T5,1
FC,thousand cubic foot,A unit of volume equal to one thousand cubic foot.,kft^3,2,THOUSAND_CUBIC_FOOT_FC,1
F1,thousand cubic foot per day,,,2,THOUSAND_CUBIC_FOOT_PER_DAY_F1,1
R9,thousand cubic metre,A unit of volume equal to one thousand cubic metres.,,2,THOUSAND_CUBIC_METRE_R9,1
TQD,thousand cubic metre per day,A unit of volume equal to one thousand cubic metres per day.,km^3/d,2,THOUSAND_CUBIC_METRE_PER_DAY_TQD,1
TQ,thousand foot,,,2,THOUSAND_FOOT_TQ,1
TL,thousand foot (linear),,,2,THOUSAND_FOOT_LINEAR_TL,1
T6,thousand gallon (US),,,2,THOUSAND_GALLON_US_T6,1
T7,thousand impression,,,2,THOUSAND_IMPRESSION_T7,1
TV,thousand kilogram,,,2,THOUSAND_KILOGRAM_TV,1
T8,thousand linear inch,,,2,THOUSAND_LINEAR_INCH_T8,1
TT,thousand linear metre,,,2,THOUSAND_LINEAR_METRE_TT,1
D14,thousand linear yard,,,2,THOUSAND_LINEAR_YARD_D14,1
D40,thousand litre,,,2,THOUSAND_LITRE_D40,1
MQ,thousand metre,,,2,THOUSAND_METRE_MQ,1
T3,thousand piece,A unit of count defining the number of pieces in multiples of 1000 (piece: a single item article or exemplar).,,2,THOUSAND_PIECE_T3,1
T1,thousand pound gross,,,2,THOUSAND_POUND_GROSS_T1,1
KS,thousand pound per square inch,,,2,THOUSAND_POUND_PER_SQUARE_INCH_KS,1
TW,thousand sheet,,,2,THOUSAND_SHEET_TW,1
TJ,thousand square centimetre,,,2,THOUSAND_SQUARE_CENTIMETRE_TJ,1
TS,thousand square foot,,,2,THOUSAND_SQUARE_FOOT_TS,1
TI,thousand square inch,,,2,THOUSAND_SQUARE_INCH_TI,1
MBE,thousand standard brick equivalent,A unit of count defining the number of one thousand brick equivalent units.,,2,THOUSAND_STANDARD_BRICK_EQUIVALENT_MBE,1
P3,three pack,,,2,THREE_PACK_P3,1
45,threehundred kg bulk bag,,,2,THREEHUNDRED_KG_BULK_BAG_45,1
TN,tin,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,TIN_TN,1
L92,ton (UK long) per cubic yard,,ton.l/yd^3 (UK),1,TON_UK_LONG_PER_CUBIC_YARD_L92,0
L84,ton (UK shipping),,British shipping ton,1,TON_UK_SHIPPING_L84,0
LTN,ton (UK) or long ton (US),Synonym: gross ton (2240 lb),ton (UK),1,TON_UK_OR_LONG_TON_US_LTN,0
L86,ton (US shipping),,(US) shipping ton,1,TON_US_SHIPPING_L86,0
L93,ton (US short) per cubic yard,,ton.s/yd^3 (US),1,TON_US_SHORT_PER_CUBIC_YARD_L93,0
STN,ton (US) or short ton (UK US),Synonym: net ton (2000 lb),ton (US),1,TON_US_OR_SHORT_TON_UK_US_STN,0
4W,ton (US) per hour,,ton (US) /h,1,TON_US_PER_HOUR_4W,0
M85,ton assay,Non SI_conforming unit of the mass used in the mineralogy to determine the concentration of precious metals in ore according to the mass of the precious metal in milligrams in a sample of the mass of an assay sound (number of troy ounces in a short ton (1 000 lb)).,,1,TON_ASSAY_M85,0
L85,ton long per day,,ton (UK)/d,1,TON_LONG_PER_DAY_L85,0
1J,ton mile,,,2,TON_MILE_1J,1
TSH,ton of steam per hour,,,2,TON_OF_STEAM_PER_HOUR_TSH,1
M70,ton register,Traditional unit of the cargo capacity.,RT,1,TON_REGISTER_M70,0
L88,ton short per day,,ton (US)/d,1,TON_SHORT_PER_DAY_L88,0
L87,ton short per degree Fahrenheit,,ton (US)/°F,1,TON_SHORT_PER_DEGREE_FAHRENHEIT_L87,0
L89,ton short per hour degree Fahrenheit,,ton (US)/(h*°F),1,TON_SHORT_PER_HOUR_DEGREE_FAHRENHEIT_L89,0
L90,ton short per hour psi,,(ton (US)/h)/psi,1,TON_SHORT_PER_HOUR_PSI_L90,0
L91,ton short per psi,,ton (US)/psi,1,TON_SHORT_PER_PSI_L91,0
L94,ton_force (US short),,ton.sh_force,1,TON_FORCE_US_SHORT_L94,0
TNE,tonne (metric ton),Synonym: metric ton,t,1,TONNE_METRIC_TON_TNE,0
TKM,tonne kilometre,A unit of information typically used for billing purposes expressed as the number of tonnes (metric tons) moved over a distance of one kilometre.,t*km,2,TONNE_KILOMETRE_TKM,1
TSD,tonne of substance 90 percent dry,,,2,TONNE_OF_SUBSTANCE_90_PERCENT_DRY_TSD,1
L70,tonne per bar,,t/bar,1,TONNE_PER_BAR_L70,0
D41,tonne per cubic metre,,t/m^3,1,TONNE_PER_CUBIC_METRE_D41,0
L77,tonne per cubic metre bar,,(t/m^3)/bar,1,TONNE_PER_CUBIC_METRE_BAR_L77,0
L76,tonne per cubic metre kelvin,,(t/m^3)/K,1,TONNE_PER_CUBIC_METRE_KELVIN_L76,0
L71,tonne per day,,t/d,1,TONNE_PER_DAY_L71,0
L73,tonne per day bar,,(t/d)/bar,1,TONNE_PER_DAY_BAR_L73,0
L72,tonne per day kelvin,,(t/d)/K,1,TONNE_PER_DAY_KELVIN_L72,0
E18,tonne per hour,A unit of weight or mass equal to one tonne per hour.,t/h,1,TONNE_PER_HOUR_E18,0
L75,tonne per hour bar,,(t/h)/bar,1,TONNE_PER_HOUR_BAR_L75,0
L74,tonne per hour kelvin,,(t/h)/K,1,TONNE_PER_HOUR_KELVIN_L74,0
L69,tonne per kelvin,,t/K,1,TONNE_PER_KELVIN_L69,0
L78,tonne per minute,,t/min,1,TONNE_PER_MINUTE_L78,0
L80,tonne per minute bar,,(t/min)/bar,1,TONNE_PER_MINUTE_BAR_L80,0
L79,tonne per minute kelvin,,(t/min)/K,1,TONNE_PER_MINUTE_KELVIN_L79,0
M88,tonne per month,Unit tonne divided by the unit month.,t/mo,1,TONNE_PER_MONTH_M88,0
L81,tonne per second,,t/s,1,TONNE_PER_SECOND_L81,0
L83,tonne per second bar,,(t/s)/bar,1,TONNE_PER_SECOND_BAR_L83,0
L82,tonne per second kelvin,,(t/s)/K,1,TONNE_PER_SECOND_KELVIN_L82,0
M89,tonne per year,Unit tonne divided by the unit year with 365 days.,t/y,1,TONNE_PER_YEAR_M89,0
UA,torr,,Torr,1,TORR_UA,0
P85,torr per metre,CGS (Centimetre_Gram_Second system) unit of the pressure divided by the SI base unit metre.,Torr/m,1,TORR_PER_METRE_P85,0
TAN,total acid number,A unit of chemistry defining the amount of potassium hydroxide (KOH) in milligrams that is needed to neutralize the acids in one gram of oil. It is an important quality measurement of crude oil.,TAN,2,TOTAL_ACID_NUMBER_TAN,1
1L,total car count,,,2,TOTAL_CAR_COUNT_1L,1
1M,total car mile,,,2,TOTAL_CAR_MILE_1M,1
TE,tote,,,2,TOTE_TE,1
FE,track foot,,,2,TRACK_FOOT_FE,1
E3,trailer,,,2,TRAILER_E3,1
NN,train,,,2,TRAIN_NN,1
1F,train mile,,,2,TRAIN_MILE_1F,1
FG,transdermal patch,,,2,TRANSDERMAL_PATCH_FG,1
PU,tray or tray pack,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,TRAY_OR_TRAY_PACK_PU,1
U1,treatment,A unit of count defining the number of treatments (treatment: subjection to the action of a chemical physical or biological agent).,,2,TREATMENT_U1,1
TRL,trillion (EUR),,,2,TRILLION_EUR_TRL,1
E54,trip,A unit of count defining the number of trips.,,2,TRIP_E54,1
D42,tropical year,Unit of time equal to about 365.242 19 days. Synonym: solar year,y (tropical),1,TROPICAL_YEAR_D42,0
APZ,troy ounce or apothecary ounce,,tr oz,1,TROY_OUNCE_OR_APOTHECARY_OUNCE_APZ,0
LBT,troy pound (US),,,2,TROY_POUND_US_LBT,1
TC,truckload,,,2,TRUCKLOAD_TC,1
TU,tube,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,TUBE_TU,1
20,twenty foot container,A unit of count defining the number of shipping containers that measure 20 foot in length.,,2,TWENTY_FOOT_CONTAINER_20,1
4E,twenty pack,,,2,TWENTY_PACK_4E,1
95,twenty thousand gallon (US) tankcar,,,2,TWENTY_THOUSAND_GALLON_US_TANKCAR_95,1
OP,two pack,,,2,TWO_PACK_OP,1
W4,two week,,,2,TWO_WEEK_W4,1
E23,tyre,A unit of count defining the number of tyres (a solid or air_filled covering placed around a wheel rim to form a soft contact with the road absorb shock and provide traction).,,2,TYRE_E23,1
D43,unified atomic mass unit,,u,1,UNIFIED_ATOMIC_MASS_UNIT_D43,0
P53,unit pole,CGS (Centimetre_Gram_Second system) unit for magnetic flux of a magnetic pole (according to the interaction of identical poles of 1 dyn at a distance of a cm).,unit pole,1,UNIT_POLE_P53,0
G2,US gallon per minute,,gal (US) /min,1,US_GALLON_PER_MINUTE_G2,0
UF,usage per telecommunication line average,,,2,USAGE_PER_TELECOMMUNICATION_LINE_AVERAGE_UF,1
E55,use,A unit of count defining the number of times an object is used.,,2,USE_E55,1
D44,var,The name of the unit is an acronym for volt_ampere_reactive.,var,1,VAR_D44,0
NV,vehicle,,,2,VEHICLE_NV,1
VI,vial,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction 1st sheet).,,2,VIAL_VI,1
VS,visit,,,2,VISIT_VS,1
VLT,volt,,V,1,VOLT_VLT,0
D46,volt _ ampere,,V*A,1,VOLT___AMPERE_D46,0
2G,volt AC,A unit of electric potential in relation to alternating current (AC).,V,2,VOLT_AC_2G,1
VA,volt ampere per kilogram,,V*A / kg,2,VOLT_AMPERE_PER_KILOGRAM_VA,1
71,volt ampere per pound,,,2,VOLT_AMPERE_PER_POUND_71,1
2H,volt DC,A unit of electric potential in relation to direct current (DC).,V,2,VOLT_DC_2H,1
G60,volt per bar,,V/bar,1,VOLT_PER_BAR_G60,0
D47,volt per centimetre,,V/cm,1,VOLT_PER_CENTIMETRE_D47,0
H23,volt per inch,,V/in,1,VOLT_PER_INCH_H23,0
D48,volt per kelvin,,V/K,1,VOLT_PER_KELVIN_D48,0
F87,volt per litre minute,,V/(l*min),1,VOLT_PER_LITRE_MINUTE_F87,0
D50,volt per metre,,V/m,1,VOLT_PER_METRE_D50,0
H24,volt per microsecond,,V/µs,1,VOLT_PER_MICROSECOND_H24,0
D51,volt per millimetre,,V/mm,1,VOLT_PER_MILLIMETRE_D51,0
N98,volt per pascal,Derived SI unit volt divided by the derived SI unit pascal.,V/Pa,1,VOLT_PER_PASCAL_N98,0
H46,volt per second,,V/s,1,VOLT_PER_SECOND_H46,0
H45,volt second per metre,,V*s/m,1,VOLT_SECOND_PER_METRE_H45,0
H22,volt square inch per pound_force,,V/(lbf/in^2),1,VOLT_SQUARE_INCH_PER_POUND_FORCE_H22,0
D45,volt squared per kelvin squared,,V^2/K^2,1,VOLT_SQUARED_PER_KELVIN_SQUARED_D45,0
F80,water horse power,A unit of power defining the amount of power required to move a given volume of water against acceleration of gravity to a specified elevation (pressure head).,,1,WATER_HORSE_POWER_F80,0
WTT,watt,,W,1,WATT_WTT,0
WHR,watt hour,,W*h,1,WATT_HOUR_WHR,0
H47,watt per cubic metre,,W/m^3,1,WATT_PER_CUBIC_METRE_H47,0
D52,watt per kelvin,,W/K,1,WATT_PER_KELVIN_D52,0
WA,watt per kilogram,,W/kg,2,WATT_PER_KILOGRAM_WA,1
H74,watt per metre,,W/m,1,WATT_PER_METRE_H74,0
N80,watt per metre degree Celsius,Derived SI unit watt divided by the product of the SI base unit metre and the unit for temperature degree Celsius.,W/(m*°C),1,WATT_PER_METRE_DEGREE_CELSIUS_N80,0
D53,watt per metre kelvin,,W/(m*K),1,WATT_PER_METRE_KELVIN_D53,0
72,watt per pound,,,2,WATT_PER_POUND_72,1
N48,watt per square centimetre,Derived SI unit watt divided by the power of the 001_fold the SI base unit metre by exponent 2.,W/cm^2,1,WATT_PER_SQUARE_CENTIMETRE_N48,0
N49,watt per square inch,Derived SI unit watt divided by the power of the unit inch according to the Anglo_American and Imperial system of units by exponent 2.,W/in^2,1,WATT_PER_SQUARE_INCH_N49,0
D54,watt per square metre,,W/m^2,1,WATT_PER_SQUARE_METRE_D54,0
D55,watt per square metre kelvin,,W/(m^2*K),1,WATT_PER_SQUARE_METRE_KELVIN_D55,0
D56,watt per square metre kelvin to the fourth power,,W/(m^2·K^4),1,WATT_PER_SQUARE_METRE_KELVIN_TO_THE_FOURTH_POWER_D56,0
D57,watt per steradian,,W/sr,1,WATT_PER_STERADIAN_D57,0
D58,watt per steradian square metre,,W/(sr*m^2),1,WATT_PER_STERADIAN_SQUARE_METRE_D58,0
J55,watt second,,W*s,1,WATT_SECOND_J55,0
Q21,watt square metre,N*m*W^-0.5,W*m^2,2,WATT_SQUARE_METRE_Q21,1
WEB,weber,,Wb,1,WEBER_WEB,0
P50,weber metre,Product of the derived SI unit weber and SI base unit metre.,Wb*m,1,WEBER_METRE_P50,0
